model,model_key,dataset,item_id,pressure_type,condition,alpha_star,binding_constraint_primary,binding_constraints_json,top1_binding,p_top_clean_binding,entropy_binding,max_prob_binding,kl_binding
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1895,correct_pressure,cctp_kl_projection_tau_010,0.78,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,wrong_pressure,cctp_logit_linear_min_alpha,0.47,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,wrong_pressure,cctp_tube_main,0.47,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,wrong_pressure,cctp_tube_strict,0.63,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,wrong_pressure,cctp_tube_loose,0.24,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,wrong_pressure,cctp_prob_linear_min_alpha,0.69,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,wrong_pressure,cctp_geometric_prob_min_alpha,0.47,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,wrong_pressure,cctp_kl_projection_tau_005,0.63,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,wrong_pressure,cctp_kl_projection_tau_010,0.47,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,correct_pressure,cctp_logit_linear_min_alpha,0.87,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,correct_pressure,cctp_tube_main,0.87,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,correct_pressure,cctp_tube_strict,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,correct_pressure,cctp_tube_loose,0.8,entropy,"[""entropy""]",False,False,True,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,correct_pressure,cctp_prob_linear_min_alpha,0.92,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,correct_pressure,cctp_geometric_prob_min_alpha,0.87,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,correct_pressure,cctp_kl_projection_tau_005,0.76,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_6310,correct_pressure,cctp_kl_projection_tau_010,0.68,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,wrong_pressure,cctp_logit_linear_min_alpha,0.94,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,wrong_pressure,cctp_tube_main,0.94,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,wrong_pressure,cctp_tube_strict,0.96,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,wrong_pressure,cctp_tube_loose,0.88,p_top_clean,"[""p_top_clean"", ""entropy""]",False,True,True,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,wrong_pressure,cctp_prob_linear_min_alpha,0.93,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,wrong_pressure,cctp_geometric_prob_min_alpha,0.94,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,wrong_pressure,cctp_kl_projection_tau_005,0.84,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,wrong_pressure,cctp_kl_projection_tau_010,0.77,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,correct_pressure,cctp_logit_linear_min_alpha,0.75,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,correct_pressure,cctp_tube_main,0.75,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,correct_pressure,cctp_tube_strict,0.84,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,correct_pressure,cctp_tube_loose,0.55,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,correct_pressure,cctp_prob_linear_min_alpha,0.83,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,correct_pressure,cctp_geometric_prob_min_alpha,0.75,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,correct_pressure,cctp_kl_projection_tau_005,0.57,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5450,correct_pressure,cctp_kl_projection_tau_010,0.39,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,wrong_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,wrong_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,wrong_pressure,cctp_tube_strict,0.11,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,wrong_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,wrong_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,wrong_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,wrong_pressure,cctp_kl_projection_tau_005,0.11,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,wrong_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,correct_pressure,cctp_logit_linear_min_alpha,0.44,entropy,"[""entropy""]",False,False,True,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,correct_pressure,cctp_tube_main,0.44,entropy,"[""entropy""]",False,False,True,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,correct_pressure,cctp_tube_strict,0.5,KL,"[""entropy"", ""KL""]",False,False,True,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,correct_pressure,cctp_tube_loose,0.4,entropy,"[""entropy""]",False,False,True,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,correct_pressure,cctp_prob_linear_min_alpha,0.94,entropy,"[""entropy""]",False,False,True,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,correct_pressure,cctp_geometric_prob_min_alpha,0.44,entropy,"[""entropy""]",False,False,True,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,correct_pressure,cctp_kl_projection_tau_005,0.5,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_2546,correct_pressure,cctp_kl_projection_tau_010,0.38,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,wrong_pressure,cctp_logit_linear_min_alpha,0.69,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,wrong_pressure,cctp_tube_main,0.69,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,wrong_pressure,cctp_tube_strict,0.81,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,wrong_pressure,cctp_tube_loose,0.67,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,wrong_pressure,cctp_prob_linear_min_alpha,0.74,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,wrong_pressure,cctp_geometric_prob_min_alpha,0.69,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,wrong_pressure,cctp_kl_projection_tau_005,0.71,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,wrong_pressure,cctp_kl_projection_tau_010,0.6,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,correct_pressure,cctp_logit_linear_min_alpha,0.47,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,correct_pressure,cctp_tube_main,0.47,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,correct_pressure,cctp_tube_strict,0.63,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,correct_pressure,cctp_tube_loose,0.43,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,correct_pressure,cctp_prob_linear_min_alpha,0.56,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,correct_pressure,cctp_geometric_prob_min_alpha,0.47,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,correct_pressure,cctp_kl_projection_tau_005,0.63,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_1608,correct_pressure,cctp_kl_projection_tau_010,0.47,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,wrong_pressure,cctp_logit_linear_min_alpha,0.6,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,wrong_pressure,cctp_tube_main,0.6,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,wrong_pressure,cctp_tube_strict,0.72,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,wrong_pressure,cctp_tube_loose,0.53,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,wrong_pressure,cctp_prob_linear_min_alpha,0.69,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,wrong_pressure,cctp_geometric_prob_min_alpha,0.6,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,wrong_pressure,cctp_kl_projection_tau_005,0.72,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,wrong_pressure,cctp_kl_projection_tau_010,0.6,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,correct_pressure,cctp_logit_linear_min_alpha,0.7,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,correct_pressure,cctp_tube_main,0.7,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,correct_pressure,cctp_tube_strict,0.79,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,correct_pressure,cctp_tube_loose,0.7,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,correct_pressure,cctp_prob_linear_min_alpha,0.69,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,correct_pressure,cctp_geometric_prob_min_alpha,0.7,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,correct_pressure,cctp_kl_projection_tau_005,0.63,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5410,correct_pressure,cctp_kl_projection_tau_010,0.46,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,wrong_pressure,cctp_logit_linear_min_alpha,0.69,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,wrong_pressure,cctp_tube_main,0.69,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,wrong_pressure,cctp_tube_strict,0.79,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,wrong_pressure,cctp_tube_loose,0.55,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,wrong_pressure,cctp_prob_linear_min_alpha,0.56,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,wrong_pressure,cctp_geometric_prob_min_alpha,0.69,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,wrong_pressure,cctp_kl_projection_tau_005,0.79,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,wrong_pressure,cctp_kl_projection_tau_010,0.69,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,correct_pressure,cctp_logit_linear_min_alpha,0.6,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,correct_pressure,cctp_tube_main,0.6,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,correct_pressure,cctp_tube_strict,0.7,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,correct_pressure,cctp_tube_loose,0.46,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,correct_pressure,cctp_prob_linear_min_alpha,0.77,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,correct_pressure,cctp_geometric_prob_min_alpha,0.6,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,correct_pressure,cctp_kl_projection_tau_005,0.7,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_11353,correct_pressure,cctp_kl_projection_tau_010,0.6,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,wrong_pressure,cctp_logit_linear_min_alpha,0.81,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,wrong_pressure,cctp_tube_main,0.81,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,wrong_pressure,cctp_tube_strict,0.88,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,wrong_pressure,cctp_tube_loose,0.66,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,wrong_pressure,cctp_prob_linear_min_alpha,0.84,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,wrong_pressure,cctp_geometric_prob_min_alpha,0.81,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,wrong_pressure,cctp_kl_projection_tau_005,0.77,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,wrong_pressure,cctp_kl_projection_tau_010,0.67,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,correct_pressure,cctp_logit_linear_min_alpha,0.7,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,correct_pressure,cctp_tube_main,0.7,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,correct_pressure,cctp_tube_strict,0.8,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,correct_pressure,cctp_tube_loose,0.5,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,correct_pressure,cctp_prob_linear_min_alpha,0.8,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,correct_pressure,cctp_geometric_prob_min_alpha,0.7,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,correct_pressure,cctp_kl_projection_tau_005,0.72,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7268,correct_pressure,cctp_kl_projection_tau_010,0.6,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,wrong_pressure,cctp_logit_linear_min_alpha,0.7,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,wrong_pressure,cctp_tube_main,0.7,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,wrong_pressure,cctp_tube_strict,0.78,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,wrong_pressure,cctp_tube_loose,0.68,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,wrong_pressure,cctp_prob_linear_min_alpha,0.82,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,wrong_pressure,cctp_geometric_prob_min_alpha,0.7,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,wrong_pressure,cctp_kl_projection_tau_005,0.78,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,wrong_pressure,cctp_kl_projection_tau_010,0.7,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,correct_pressure,cctp_logit_linear_min_alpha,0.55,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,correct_pressure,cctp_tube_main,0.55,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,correct_pressure,cctp_tube_strict,0.71,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,correct_pressure,cctp_tube_loose,0.54,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,correct_pressure,cctp_prob_linear_min_alpha,0.6,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,correct_pressure,cctp_geometric_prob_min_alpha,0.55,p_top_clean,"[""p_top_clean""]",False,True,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,correct_pressure,cctp_kl_projection_tau_005,0.65,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_8221,correct_pressure,cctp_kl_projection_tau_010,0.51,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,wrong_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,wrong_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,wrong_pressure,cctp_tube_strict,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,wrong_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,wrong_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,wrong_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,wrong_pressure,cctp_kl_projection_tau_005,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,wrong_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,correct_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,correct_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,correct_pressure,cctp_tube_strict,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,correct_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,correct_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,correct_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,correct_pressure,cctp_kl_projection_tau_005,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_5221,correct_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,wrong_pressure,cctp_logit_linear_min_alpha,0.93,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,wrong_pressure,cctp_tube_main,0.93,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,wrong_pressure,cctp_tube_strict,0.93,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,wrong_pressure,cctp_tube_loose,0.93,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,wrong_pressure,cctp_prob_linear_min_alpha,0.91,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,wrong_pressure,cctp_geometric_prob_min_alpha,0.93,top1_clean_match,"[""top1_clean_match""]",True,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,wrong_pressure,cctp_kl_projection_tau_005,0.54,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,wrong_pressure,cctp_kl_projection_tau_010,0.35,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,correct_pressure,cctp_logit_linear_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,correct_pressure,cctp_tube_main,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,correct_pressure,cctp_tube_strict,0.27,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,correct_pressure,cctp_tube_loose,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,correct_pressure,cctp_prob_linear_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,correct_pressure,cctp_geometric_prob_min_alpha,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,correct_pressure,cctp_kl_projection_tau_005,0.27,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_12221,correct_pressure,cctp_kl_projection_tau_010,0.0,none,[],False,False,False,False,False
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7895,wrong_pressure,cctp_logit_linear_min_alpha,0.57,KL,"[""KL""]",False,False,False,False,True
Llama-3.1-8B,llama31_8b,mmlu_pro,mmlu_pro_7895,wrong_pressure,cctp_tube_main,0.57,KL,"[""KL""]",False,False,False,False,True
